actual,prediction
188000.0 , 193335.323438
137000.0 , 124501.044275
240000.0 , 183891.564536
379000.0 , 376591.726455
73000.0 , 81900.1021389
188500.0 , 208683.216935
190000.0 , 191836.885589
230000.0 , 141146.634565
260000.0 , 320432.423846
176000.0 , 169759.321906
135000.0 , 133121.002046
153000.0 , 147608.212535
197900.0 , 194566.917478
140750.0 , 131622.488413
126000.0 , 122656.195014
123000.0 , 121762.418216
257500.0 , 240931.711889
186500.0 , 192377.657484
76500.0 , 76617.4910479
239900.0 , 226379.639314
175000.0 , 148929.371954
157500.0 , 146155.35211
203000.0 , 213040.429369
141000.0 , 140430.968605
173000.0 , 176812.473232
240000.0 , 257417.400771
299800.0 , 330491.630528
110000.0 , 97043.7006633
182000.0 , 185378.388128
130000.0 , 118557.655659
158000.0 , 166816.151836
124000.0 , 111175.941429
112000.0 , 134250.654292
111500.0 , 103495.744795
129900.0 , 118645.940477
204500.0 , 193218.938895
167000.0 , 169227.531819
185000.0 , 198037.9048
212999.0 , 217939.501557
94000.0 , 117668.551819
132000.0 , 145431.535227
174000.0 , 178611.237501
80000.0 , 90095.8255976
335000.0 , 323513.185621
176432.0 , 176892.431715
139000.0 , 161756.344652
144000.0 , 135795.367362
175900.0 , 217129.596434
50000.0 , 68097.7901281
381000.0 , 385008.985836
90350.0 , 103432.319967
212000.0 , 204739.347805
227000.0 , 234145.851232
382500.0 , 373032.12572
163000.0 , 170694.283305
202500.0 , 160278.39039
89500.0 , 97970.8136199
165000.0 , 122903.137362
135000.0 , 132403.382159
184000.0 , 179713.64726
137500.0 , 131998.16166
260400.0 , 250082.425057
135000.0 , 127388.254973
126500.0 , 122952.900957
200500.0 , 180316.781789
165500.0 , 148518.456362
151000.0 , 141128.633
221000.0 , 219643.324326
55000.0 , 70450.8012506
87550.0 , 81154.8017626
284000.0 , 316270.831518
82000.0 , 79756.4489788
114000.0 , 113963.14795
120500.0 , 109932.811592
181316.0 , 171269.63918
181000.0 , 176531.663404
120000.0 , 106837.120701
178000.0 , 178517.642928
122000.0 , 128262.18031
190000.0 , 198423.805352
155000.0 , 150141.806349
266500.0 , 256576.117982
185900.0 , 185862.778402
116000.0 , 116571.656175
230000.0 , 226975.714293
285000.0 , 304881.42105
279700.0 , 253094.448558
137500.0 , 135331.264192
131500.0 , 126780.921882
109900.0 , 112822.468816
162500.0 , 150142.398326
269790.0 , 251282.473771
197000.0 , 195474.35913
141000.0 , 120879.320313
85000.0 , 95616.19461
219500.0 , 220765.793484
97000.0 , 103265.825087
160500.0 , 167525.677503
140000.0 , 125828.973529
110000.0 , 120905.963503
214000.0 , 217374.875922
152000.0 , 150815.64702
137450.0 , 153715.837894
143000.0 , 152598.602244
250000.0 , 265844.492458
76000.0 , 91054.3860717
285000.0 , 260988.55718
192000.0 , 204665.89012
139950.0 , 138821.29488
335000.0 , 332219.317057
155000.0 , 150080.975264
275000.0 , 270592.232161
147000.0 , 142125.506941
261329.0 , 261305.228563
202900.0 , 220818.172482
409900.0 , 380290.588889
132250.0 , 142832.094114
233170.0 , 217437.097035
108000.0 , 95181.2214526
315000.0 , 316324.392801
93369.0 , 75297.9639565
125000.0 , 107069.19799
130000.0 , 118125.949629
142000.0 , 130827.707161
81400.0 , 88140.0524513
169000.0 , 183088.424245
291000.0 , 298345.687389
189900.0 , 182090.990331
91300.0 , 99601.7031221
116000.0 , 113813.208006
145500.0 , 145873.239116
122250.0 , 116674.389114
170000.0 , 170009.368479
236000.0 , 223829.965038
207000.0 , 211184.117903
215000.0 , 213759.074996
535000.0 , 481602.555567
230000.0 , 224255.867922
147000.0 , 124324.641732
113000.0 , 86695.7453453
184000.0 , 191822.494616
348000.0 , 311457.396282
255000.0 , 260857.222322
175000.0 , 181401.293145
196500.0 , 191684.681338
323262.0 , 340539.548001
157000.0 , 154084.674744
130000.0 , 118816.533379
225000.0 , 226623.437843
221300.0 , 240851.398336
259500.0 , 242031.573497
332000.0 , 327135.507569
151000.0 , 155907.042322
192500.0 , 192849.569535
169000.0 , 154486.629104
230000.0 , 292862.853666
187500.0 , 198382.819872
214500.0 , 163292.911777
145000.0 , 146967.788559
103600.0 , 119950.752964
122000.0 , 133871.370885
167500.0 , 144039.010096
250580.0 , 204284.647001
190000.0 , 172691.667438
154000.0 , 161602.888993
214900.0 , 223282.43244
162000.0 , 166393.091466
112500.0 , 121699.183704
173000.0 , 169636.219178
202500.0 , 211186.106843
132000.0 , 127433.843473
64000.0 , 75788.2509227
138000.0 , 141504.795313
213133.0 , 210335.792843
176500.0 , 187358.151573
212000.0 , 206736.896265
127500.0 , 123321.280861
167000.0 , 178927.280684
138000.0 , 114846.46211
294464.0 , 294873.302913
261500.0 , 260843.788148
109500.0 , 100988.927259
118500.0 , 109621.374526
178000.0 , 195732.555012
152000.0 , 149251.274135
141500.0 , 139034.395443
127000.0 , 122632.899605
61500.0 , 68921.3247764
194201.0 , 200750.452188
194500.0 , 195663.465279
155000.0 , 162704.046783
214000.0 , 215369.443537
185000.0 , 186008.671044
231000.0 , 215072.03141
40000.0 , 84399.1226446
405000.0 , 406079.169845
360000.0 , 366080.031206
162500.0 , 163842.244521
139000.0 , 129959.188766
185750.0 , 176405.478859
450000.0 , 441161.556587
168000.0 , 167157.99907
124000.0 , 104640.497456
184100.0 , 190011.841043
160500.0 , 153811.83723
231500.0 , 213263.490511
153000.0 , 133202.856746
129500.0 , 125641.053455
192000.0 , 201327.354613
195000.0 , 198581.973283
199000.0 , 221330.542467
120000.0 , 124563.338613
392000.0 , 348216.874847
250000.0 , 316510.718293
501837.0 , 459049.949699
145000.0 , 149765.090612
203000.0 , 194745.231367
180000.0 , 173647.631334
479069.0 , 473443.338663
149000.0 , 144532.078299
262500.0 , 247689.463173
127000.0 , 133050.73116
115000.0 , 102528.01411
180000.0 , 160721.649992
134900.0 , 134534.214358
191750.0 , 189897.43313
127000.0 , 121190.106603
154000.0 , 152924.260112
129250.0 , 126148.388903
318000.0 , 301085.578434
100000.0 , 98367.7739085
124000.0 , 124156.87431
81000.0 , 95575.6255515
135000.0 , 147746.857727
110000.0 , 119363.570845
177000.0 , 169242.069493
131000.0 , 131567.190922
165000.0 , 155947.387707
129500.0 , 128887.013635
220000.0 , 224514.502841
222000.0 , 222904.682978
185000.0 , 214429.333861
109000.0 , 109248.736044
235000.0 , 228918.530381
263000.0 , 229072.170434
155000.0 , 160228.653012
318000.0 , 297448.981139
144152.0 , 145844.203655
178000.0 , 163704.052376
175000.0 , 151972.348118
151000.0 , 150044.422452
126000.0 , 111562.610207
131000.0 , 132885.136073
228000.0 , 230855.318071
281213.0 , 295484.539777
137000.0 , 133630.141251
132000.0 , 141186.533324
196000.0 , 210440.659851
192000.0 , 200724.26492
177000.0 , 156886.521116
215000.0 , 234976.496593
178740.0 , 178256.239163
264966.0 , 267792.86657
156932.0 , 170807.741613
175000.0 , 182070.175452
423000.0 , 392202.552701
178000.0 , 181019.550906
128000.0 , 122833.882401
278000.0 , 245556.084961
209000.0 , 215767.770854
446261.0 , 450707.915737
150900.0 , 175921.214393
319500.0 , 343867.107664
582933.0 , 462178.011278
125000.0 , 118082.389408
424870.0 , 391882.997785
235000.0 , 262328.959812
87000.0 , 96460.8359794
140000.0 , 140519.572627
95541.0 , 122817.574246
237000.0 , 229270.207012
127500.0 , 117415.172628
120000.0 , 130831.671439
139500.0 , 135452.676541
109500.0 , 99270.9246526
248000.0 , 259260.513344
224000.0 , 209293.999218
328900.0 , 239743.730474
136000.0 , 136172.525544
130000.0 , 124152.46653
127000.0 , 134555.452379
93500.0 , 83281.0264548
212000.0 , 214042.335962
62500.0 , 85497.3905138
106000.0 , 112771.587442
140000.0 , 112469.966598
137000.0 , 138805.132876
139900.0 , 127573.787923
130000.0 , 143991.57813
133000.0 , 133387.10157
354000.0 , 339195.657124
168675.0 , 182622.224757
134000.0 , 117220.599529
192000.0 , 204899.847484
124000.0 , 140013.899806
213750.0 , 201325.220517
202665.0 , 202535.004207
394617.0 , 353392.722429
105000.0 , 103358.2912
168500.0 , 165914.6275
87000.0 , 87844.915372
187000.0 , 180613.781383
154000.0 , 147164.65276
143900.0 , 128359.785802
146300.0 , 143657.296782
115500.0 , 110708.953774
271500.0 , 237626.29786
159500.0 , 155061.451499
124900.0 , 122891.287353
205000.0 , 166429.387009
217000.0 , 206885.900804
115000.0 , 120314.642945
167000.0 , 169049.534108
137000.0 , 139136.187576
193000.0 , 200755.550199
128000.0 , 129627.033014
157000.0 , 157620.407958
153337.0 , 133998.730688
267300.0 , 259240.840906
250000.0 , 251815.735067
136000.0 , 120398.288549
204900.0 , 208274.338502
315500.0 , 322979.005376
195500.0 , 195336.352765
280000.0 , 279099.275458
129800.0 , 132079.18658
410000.0 , 394719.28744
165250.0 , 165488.853493
235000.0 , 255457.885431
175000.0 , 172312.684591
215000.0 , 217756.473761
