actual,prediction
240900.0 , 239260.150959
189500.0 , 187042.058945
140000.0 , 138033.862551
213250.0 , 192590.058398
94000.0 , 91764.0690498
159000.0 , 151032.215784
110000.0 , 108624.982545
167240.0 , 183608.264695
157000.0 , 151971.072046
92900.0 , 90581.6708302
171000.0 , 174820.345698
128000.0 , 118552.69287
147000.0 , 161093.992111
119164.0 , 127503.643824
170000.0 , 197540.007638
160000.0 , 140584.316455
140000.0 , 154486.539386
311500.0 , 255856.423272
318000.0 , 271809.124898
279500.0 , 280127.200214
180000.0 , 165465.950043
144800.0 , 147021.570857
97500.0 , 124344.798695
177000.0 , 180917.43791
170000.0 , 171577.812874
213000.0 , 207199.797284
235000.0 , 233786.18256
112000.0 , 106017.98736
182000.0 , 180256.661097
310013.0 , 305281.480664
135000.0 , 134512.402846
196500.0 , 195199.308581
117250.0 , 135300.246537
144000.0 , 151830.022726
137500.0 , 148249.449895
46500.0 , 55838.7394556
126000.0 , 142600.060494
359900.0 , 360431.876765
195000.0 , 186298.079727
164000.0 , 172344.060113
129000.0 , 132997.488725
127500.0 , 119830.774099
226000.0 , 216361.838327
213000.0 , 231298.534515
140000.0 , 145666.229023
129000.0 , 158619.637754
115000.0 , 103976.830072
174000.0 , 174095.406572
147500.0 , 145433.265065
124900.0 , 128375.975669
88750.0 , 99812.8413098
109500.0 , 111391.314141
157500.0 , 146227.437822
211000.0 , 227023.63073
115000.0 , 107174.809819
140000.0 , 148593.906116
162000.0 , 162581.786419
150000.0 , 154181.134567
68000.0 , 66321.6305845
163000.0 , 142092.544984
85000.0 , 60159.1413533
230000.0 , 229420.546082
191000.0 , 187669.293141
176000.0 , 193131.772749
150000.0 , 158751.49789
281500.0 , 314804.128804
134500.0 , 138241.498475
183500.0 , 173429.720236
123600.0 , 126540.818087
172500.0 , 177839.823838
300000.0 , 324886.729587
241000.0 , 218418.382995
83500.0 , 91065.8297676
142000.0 , 136027.738449
140000.0 , 135060.8331
387000.0 , 388502.92803
207000.0 , 208699.305176
150000.0 , 147992.401825
153600.0 , 150763.459216
112000.0 , 78844.7269557
202500.0 , 211005.269373
214000.0 , 204373.732666
146500.0 , 144539.315735
282000.0 , 292454.97096
251000.0 , 257461.154606
204000.0 , 201886.464055
99600.0 , 107599.553209
119000.0 , 134156.834903
125000.0 , 137163.555024
81000.0 , 81462.5423594
229000.0 , 211446.26175
244000.0 , 207270.990915
130000.0 , 116155.480402
140000.0 , 134632.48748
51689.0 , 56670.2471242
99900.0 , 91071.5745968
200000.0 , 201923.562563
101800.0 , 99410.2904066
173000.0 , 191998.64147
165500.0 , 176268.953955
174900.0 , 172893.967634
135000.0 , 133605.426661
185101.0 , 183804.403615
163500.0 , 159560.9575
147000.0 , 136628.957619
170000.0 , 165225.211738
170000.0 , 163584.39302
316000.0 , 333583.201312
174000.0 , 197907.608992
188000.0 , 192066.362997
137000.0 , 130863.833335
240000.0 , 196160.319781
379000.0 , 380540.682394
73000.0 , 79016.0438302
188500.0 , 202218.710831
190000.0 , 191971.374665
230000.0 , 145526.275642
260000.0 , 320404.830191
176000.0 , 173718.629891
135000.0 , 137326.880369
153000.0 , 156617.386959
197900.0 , 196734.627173
140750.0 , 134817.689056
126000.0 , 121974.091887
123000.0 , 118582.459488
257500.0 , 250025.623081
186500.0 , 191402.117916
76500.0 , 83092.7730159
239900.0 , 222904.913756
175000.0 , 148596.79302
157500.0 , 141115.428791
203000.0 , 210055.857302
141000.0 , 142082.729576
173000.0 , 175341.396701
240000.0 , 242668.130749
299800.0 , 320375.030448
110000.0 , 99113.7794507
182000.0 , 197294.408452
130000.0 , 115164.494308
158000.0 , 169745.121619
124000.0 , 116521.599611
112000.0 , 131001.54747
111500.0 , 109795.536296
129900.0 , 118602.964209
204500.0 , 190937.920993
167000.0 , 176411.995034
185000.0 , 197498.706372
212999.0 , 217405.745937
94000.0 , 114745.219185
132000.0 , 137714.909968
174000.0 , 183278.672179
80000.0 , 86471.508307
335000.0 , 329001.295079
176432.0 , 180897.426041
139000.0 , 158608.584312
144000.0 , 137121.577504
175900.0 , 218205.225312
50000.0 , 66473.2559351
381000.0 , 387526.866976
90350.0 , 108230.411968
212000.0 , 218975.993685
227000.0 , 234066.953347
382500.0 , 382869.547258
163000.0 , 173362.015158
202500.0 , 158400.968002
89500.0 , 100312.175313
165000.0 , 125412.635703
135000.0 , 134401.927384
184000.0 , 179742.706717
137500.0 , 134837.102824
260400.0 , 250055.78241
135000.0 , 131605.453362
126500.0 , 117773.092517
200500.0 , 182930.025371
165500.0 , 152994.319783
151000.0 , 146259.987636
221000.0 , 215639.725198
55000.0 , 73615.4729818
87550.0 , 73628.7746455
284000.0 , 297327.591966
82000.0 , 81454.5071686
114000.0 , 106230.002053
120500.0 , 122515.067849
181316.0 , 171348.358697
181000.0 , 174993.519411
120000.0 , 109102.004751
178000.0 , 178422.357579
122000.0 , 131796.10697
190000.0 , 194125.208078
155000.0 , 141698.713816
266500.0 , 287529.552876
185900.0 , 188446.166516
116000.0 , 121693.715926
230000.0 , 225614.970363
285000.0 , 304355.500596
279700.0 , 237044.040532
137500.0 , 133844.57995
131500.0 , 137004.48896
109900.0 , 108443.002007
162500.0 , 159055.23226
269790.0 , 260215.866153
197000.0 , 198725.645745
141000.0 , 118743.096891
85000.0 , 97685.3064481
219500.0 , 220251.412212
97000.0 , 106332.414338
160500.0 , 166942.259496
140000.0 , 130621.123397
110000.0 , 126669.52953
214000.0 , 216508.70666
152000.0 , 145671.559376
137450.0 , 151294.535829
143000.0 , 155852.898723
250000.0 , 258122.684058
76000.0 , 89123.5550799
285000.0 , 268296.584843
192000.0 , 212521.442937
139950.0 , 139038.004148
335000.0 , 336327.845013
155000.0 , 140513.885019
275000.0 , 290103.99162
147000.0 , 138626.83655
261329.0 , 264361.177936
202900.0 , 220343.053791
409900.0 , 362024.456119
132250.0 , 149228.259768
233170.0 , 219559.331596
108000.0 , 96729.6246024
315000.0 , 317052.404231
93369.0 , 75061.7399491
125000.0 , 104120.481731
130000.0 , 116413.986287
142000.0 , 133189.140692
81400.0 , 86506.9910542
169000.0 , 175074.266062
291000.0 , 288342.675373
189900.0 , 182739.397786
91300.0 , 100232.551754
116000.0 , 118172.50562
145500.0 , 144034.018118
122250.0 , 110167.886412
170000.0 , 169023.820854
236000.0 , 223597.075158
207000.0 , 212669.827749
215000.0 , 211097.399712
535000.0 , 479526.980317
230000.0 , 221378.526988
147000.0 , 123505.350525
113000.0 , 87194.6566003
184000.0 , 179882.687265
348000.0 , 310836.58726
255000.0 , 255826.321275
175000.0 , 180492.700816
196500.0 , 188144.274123
323262.0 , 345359.015732
157000.0 , 154932.472574
130000.0 , 126161.969994
225000.0 , 223212.272418
221300.0 , 237346.55701
259500.0 , 237411.189754
332000.0 , 327204.372987
151000.0 , 155736.994851
192500.0 , 196098.22882
169000.0 , 158855.54514
230000.0 , 318855.64889
187500.0 , 195069.739578
214500.0 , 165788.07364
145000.0 , 143330.57587
103600.0 , 107626.378199
122000.0 , 139933.4171
167500.0 , 146637.6927
250580.0 , 202341.913797
190000.0 , 171606.986922
154000.0 , 162736.083628
214900.0 , 226185.72297
162000.0 , 166676.250528
112500.0 , 121685.879139
173000.0 , 167625.53167
202500.0 , 211009.777538
132000.0 , 127689.868479
64000.0 , 78398.2787517
138000.0 , 144951.630542
213133.0 , 209746.24467
176500.0 , 182220.613416
212000.0 , 213751.804393
127500.0 , 132695.485027
167000.0 , 196592.990333
138000.0 , 116614.390228
294464.0 , 320072.32364
261500.0 , 258653.198436
109500.0 , 105265.375229
118500.0 , 107551.706753
178000.0 , 196176.570634
152000.0 , 152840.178941
141500.0 , 141611.409848
127000.0 , 116622.000213
61500.0 , 67685.3067292
194201.0 , 207439.412598
194500.0 , 196444.423242
155000.0 , 163040.537301
214000.0 , 215473.684233
185000.0 , 182731.895215
231000.0 , 209785.259225
40000.0 , 81894.8874932
405000.0 , 405813.066608
360000.0 , 364890.164769
162500.0 , 166333.056398
139000.0 , 126866.505424
185750.0 , 184745.527737
450000.0 , 445276.866411
168000.0 , 168034.790534
124000.0 , 106250.487887
184100.0 , 193664.135262
160500.0 , 156084.286272
231500.0 , 213802.522774
153000.0 , 134989.776763
129500.0 , 128419.66434
192000.0 , 204653.015389
195000.0 , 202099.982201
199000.0 , 220462.195421
120000.0 , 128570.154263
392000.0 , 367236.1471
250000.0 , 297653.804338
501837.0 , 454762.635791
145000.0 , 153012.649352
203000.0 , 193063.787478
180000.0 , 171302.471709
479069.0 , 475195.775663
149000.0 , 145772.420084
262500.0 , 277109.035548
127000.0 , 124120.861863
115000.0 , 105048.614154
180000.0 , 155565.245231
134900.0 , 141458.671159
191750.0 , 197694.878294
127000.0 , 125489.229135
154000.0 , 149695.863166
129250.0 , 124942.402793
318000.0 , 304433.866013
100000.0 , 98683.8168009
124000.0 , 119353.329633
81000.0 , 85102.2769402
135000.0 , 148689.149953
110000.0 , 117987.849246
177000.0 , 177113.551266
131000.0 , 137416.758245
165000.0 , 164047.967294
129500.0 , 128024.510611
220000.0 , 225338.390503
222000.0 , 226606.743842
185000.0 , 213355.919066
109000.0 , 109215.859723
235000.0 , 229521.80185
263000.0 , 227031.829768
155000.0 , 158763.920867
318000.0 , 298144.494681
144152.0 , 145572.036905
178000.0 , 163949.537617
175000.0 , 157482.074278
151000.0 , 149573.836591
126000.0 , 112380.899923
131000.0 , 135891.611575
228000.0 , 237710.936906
281213.0 , 297187.959042
137000.0 , 134248.923631
132000.0 , 148551.446413
196000.0 , 205258.35911
192000.0 , 200131.075166
177000.0 , 159075.025725
215000.0 , 225208.135554
178740.0 , 178094.76664
264966.0 , 266878.080823
156932.0 , 169545.102337
175000.0 , 182424.140523
423000.0 , 379461.11337
178000.0 , 182465.736285
128000.0 , 119966.961803
278000.0 , 254537.75151
209000.0 , 212869.830204
446261.0 , 449028.219452
150900.0 , 168590.885887
319500.0 , 358378.474738
582933.0 , 459979.138717
125000.0 , 127745.045601
424870.0 , 382877.016912
235000.0 , 265893.01037
87000.0 , 97900.8360688
140000.0 , 131903.521031
95541.0 , 136127.19658
237000.0 , 228437.213159
127500.0 , 135337.644913
120000.0 , 129036.657004
139500.0 , 138119.090466
109500.0 , 102956.732462
248000.0 , 263217.47967
224000.0 , 221325.393492
328900.0 , 235284.970844
136000.0 , 135947.354838
130000.0 , 125241.173844
127000.0 , 137638.192806
93500.0 , 79896.5076942
212000.0 , 217596.135995
62500.0 , 80511.9273459
106000.0 , 113412.189365
140000.0 , 113387.607515
137000.0 , 142391.123314
139900.0 , 128216.96436
130000.0 , 133878.731693
133000.0 , 134960.77364
354000.0 , 339050.895016
168675.0 , 183056.882012
134000.0 , 121852.85138
192000.0 , 204871.810613
124000.0 , 132810.41159
213750.0 , 208401.174068
202665.0 , 204532.208105
394617.0 , 355807.214668
105000.0 , 100648.180413
168500.0 , 171847.677282
87000.0 , 85762.0157596
187000.0 , 183901.487385
154000.0 , 148751.01575
143900.0 , 129017.354274
146300.0 , 148944.997069
115500.0 , 114661.032783
271500.0 , 236139.22836
159500.0 , 160767.275703
124900.0 , 123477.963571
205000.0 , 171856.598561
217000.0 , 207583.444054
115000.0 , 114451.889833
167000.0 , 172318.959533
137000.0 , 137485.089371
193000.0 , 197395.209704
128000.0 , 127244.452502
157000.0 , 150602.113105
153337.0 , 136160.987424
267300.0 , 266743.882511
250000.0 , 250607.688732
136000.0 , 122552.378149
204900.0 , 207027.714552
315500.0 , 317452.282198
195500.0 , 190798.830475
280000.0 , 279112.51884
129800.0 , 134385.220416
410000.0 , 395919.413516
165250.0 , 168556.698273
235000.0 , 262079.376129
175000.0 , 173075.941344
215000.0 , 215960.737476
