actual,prediction
151000.0 , 155150.11262
192500.0 , 196421.582585
169000.0 , 157282.43384
230000.0 , 322082.5644
187500.0 , 194421.452671
214500.0 , 166951.862477
145000.0 , 143151.968926
103600.0 , 102908.391865
122000.0 , 140148.867591
167500.0 , 144631.542385
250580.0 , 202703.177135
190000.0 , 171374.646698
154000.0 , 161714.110176
214900.0 , 226188.866696
162000.0 , 165515.231436
112500.0 , 119653.460288
173000.0 , 168627.945001
202500.0 , 209562.023081
132000.0 , 126951.718824
64000.0 , 76889.5455483
138000.0 , 144096.091224
213133.0 , 209817.298165
176500.0 , 182648.683858
212000.0 , 213022.026575
127500.0 , 133174.269263
167000.0 , 197400.776859
138000.0 , 116386.286438
294464.0 , 323510.56264
261500.0 , 258438.863791
109500.0 , 105578.75182
118500.0 , 105755.81666
178000.0 , 196650.684891
152000.0 , 154798.239542
141500.0 , 143918.320409
127000.0 , 114106.245127
61500.0 , 66617.9370206
194201.0 , 206784.84262
194500.0 , 195508.694911
155000.0 , 166871.15035
214000.0 , 216145.067049
185000.0 , 182573.080824
231000.0 , 209454.093818
40000.0 , 79850.7697396
405000.0 , 404822.77036
360000.0 , 364390.80161
162500.0 , 164870.746767
139000.0 , 128648.87029
185750.0 , 185368.041551
450000.0 , 446475.119942
168000.0 , 168381.585785
124000.0 , 105683.735338
184100.0 , 193703.415858
160500.0 , 154457.747119
231500.0 , 213321.158506
153000.0 , 136263.410682
129500.0 , 127640.596394
192000.0 , 205515.673179
195000.0 , 202917.720557
199000.0 , 220192.394932
120000.0 , 130696.945976
392000.0 , 364890.373637
250000.0 , 299098.225069
501837.0 , 454694.685659
145000.0 , 152804.704619
203000.0 , 194341.290165
180000.0 , 171819.414891
479069.0 , 474715.498347
149000.0 , 143873.095096
262500.0 , 277704.882895
127000.0 , 123484.619974
115000.0 , 104893.260737
180000.0 , 156365.55339
134900.0 , 141054.320784
191750.0 , 197261.055617
127000.0 , 124915.298647
154000.0 , 151185.858714
129250.0 , 124973.182376
318000.0 , 304407.138081
100000.0 , 98135.5374402
124000.0 , 119194.04701
81000.0 , 87271.406515
135000.0 , 148428.321481
110000.0 , 122013.484877
177000.0 , 177705.352864
131000.0 , 136374.653626
165000.0 , 165870.091132
129500.0 , 128823.563126
220000.0 , 227436.912683
222000.0 , 227500.792426
185000.0 , 211221.43867
109000.0 , 108399.657348
235000.0 , 229226.434913
263000.0 , 227204.048754
155000.0 , 158218.935192
318000.0 , 297225.178654
144152.0 , 144833.038873
178000.0 , 163658.016669
175000.0 , 157330.378032
151000.0 , 150045.704687
126000.0 , 111569.502277
131000.0 , 136720.531937
228000.0 , 235464.845297
281213.0 , 296506.190929
137000.0 , 136178.599097
132000.0 , 148206.893341
196000.0 , 203536.718252
192000.0 , 199152.287639
177000.0 , 159717.166596
215000.0 , 225128.750844
178740.0 , 175878.866096
264966.0 , 265804.31428
156932.0 , 169432.647565
175000.0 , 180992.666609
423000.0 , 378406.521234
178000.0 , 182643.132388
128000.0 , 123317.670939
278000.0 , 253900.361203
209000.0 , 212931.868704
446261.0 , 447635.963234
150900.0 , 168592.777611
319500.0 , 357261.26273
582933.0 , 460373.808619
125000.0 , 132802.240142
424870.0 , 387935.997304
235000.0 , 270853.605836
87000.0 , 99415.3799116
140000.0 , 139500.870891
95541.0 , 133847.824568
237000.0 , 228273.411777
127500.0 , 134648.619581
120000.0 , 129668.202238
139500.0 , 138023.321522
109500.0 , 103094.68781
248000.0 , 263116.523785
224000.0 , 215420.192724
328900.0 , 235749.024104
136000.0 , 134860.488052
130000.0 , 121622.966769
127000.0 , 138389.148796
93500.0 , 78471.1331811
212000.0 , 219301.774907
62500.0 , 83286.7101076
106000.0 , 113750.928233
140000.0 , 111970.175113
137000.0 , 141954.916666
139900.0 , 128446.098481
130000.0 , 131538.60965
133000.0 , 133072.946757
354000.0 , 339136.09094
168675.0 , 182588.872074
134000.0 , 121077.994056
192000.0 , 205433.500057
124000.0 , 134020.114646
213750.0 , 209655.234939
202665.0 , 204931.346311
394617.0 , 354941.021001
105000.0 , 101167.729657
168500.0 , 172293.883979
87000.0 , 85728.0269873
187000.0 , 186363.309925
154000.0 , 146129.399099
143900.0 , 127848.558817
146300.0 , 149589.685401
115500.0 , 112749.90397
271500.0 , 237007.295262
159500.0 , 161194.056615
124900.0 , 122971.9127
205000.0 , 174148.855214
217000.0 , 207477.871981
115000.0 , 114358.517093
167000.0 , 170860.068185
137000.0 , 136007.45632
193000.0 , 190779.316647
128000.0 , 127864.916187
157000.0 , 153374.022469
153337.0 , 133815.002844
267300.0 , 265655.719412
250000.0 , 252835.580791
136000.0 , 123859.790539
204900.0 , 208923.442622
315500.0 , 316619.121292
195500.0 , 189986.551685
280000.0 , 279070.180955
129800.0 , 133720.881921
410000.0 , 393968.188587
165250.0 , 166278.113286
235000.0 , 264223.404688
175000.0 , 172965.67723
215000.0 , 216307.729947
